epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,1455.47,1.08282,0.84975,1.16576,0.68157,0.52931,0.58873,0.41454,1.1628,1.14601,1.20705,0.000274,0.000274,0.000274
46,1487.56,1.08306,0.84721,1.16855,0.68513,0.53181,0.58686,0.41458,1.16163,1.15167,1.20631,0.0002575,0.0002575,0.0002575
47,1519.72,1.06133,0.83901,1.16162,0.69274,0.52698,0.58879,0.41583,1.15711,1.14643,1.20177,0.000241,0.000241,0.000241
48,1551.75,1.07221,0.82895,1.15465,0.69892,0.52302,0.58535,0.4145,1.15753,1.14635,1.20001,0.0002245,0.0002245,0.0002245
49,1583.64,1.0749,0.82982,1.15861,0.69704,0.52487,0.58752,0.41807,1.15304,1.14283,1.20306,0.000208,0.000208,0.000208
50,1615.74,1.06342,0.8336,1.16034,0.69432,0.52464,0.58812,0.41754,1.15295,1.14211,1.20239,0.0001915,0.0001915,0.0001915
51,1648.46,1.0811,0.76503,1.15775,0.69619,0.52766,0.5866,0.41593,1.15673,1.15,1.2091,0.000175,0.000175,0.000175
52,1680.54,1.07208,0.75652,1.15362,0.69662,0.52907,0.58668,0.41632,1.15242,1.13985,1.20697,0.0001585,0.0001585,0.0001585
53,1712.01,1.07077,0.7464,1.1525,0.6937,0.5308,0.58915,0.4174,1.16229,1.14361,1.20844,0.000142,0.000142,0.000142
54,1743.59,1.07497,0.74193,1.14707,0.70467,0.52238,0.58843,0.41855,1.15158,1.13793,1.20091,0.0001255,0.0001255,0.0001255
55,1775.26,1.06999,0.73891,1.15008,0.71647,0.52095,0.59058,0.42198,1.14435,1.1385,1.19888,0.000109,0.000109,0.000109
56,1806.87,1.06871,0.73414,1.14372,0.72285,0.51784,0.5918,0.42182,1.1488,1.13204,1.20054,9.25e-05,9.25e-05,9.25e-05
57,1838.68,1.056,0.72714,1.14614,0.70492,0.52749,0.59006,0.42166,1.14308,1.13474,1.1978,7.6e-05,7.6e-05,7.6e-05
58,1870.32,1.06241,0.71782,1.14323,0.70776,0.52084,0.59023,0.42117,1.14537,1.13546,1.19795,5.95e-05,5.95e-05,5.95e-05
59,1902.08,1.04596,0.71378,1.13734,0.72166,0.51833,0.59052,0.42144,1.14706,1.13754,1.20045,4.3e-05,4.3e-05,4.3e-05
60,1933.7,1.04229,0.70755,1.13268,0.71826,0.52038,0.59144,0.42146,1.14755,1.13069,1.19958,2.65e-05,2.65e-05,2.65e-05
