epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,997.511,1.16442,0.93089,1.20884,0.67046,0.51532,0.56994,0.39813,1.16699,1.21025,1.22191,0.000505,0.000505,0.000505
32,1029.54,1.14808,0.92611,1.20398,0.67733,0.50827,0.56676,0.39621,1.17894,1.21537,1.22122,0.0004885,0.0004885,0.0004885
33,1061.44,1.15204,0.91052,1.20241,0.67847,0.50806,0.5668,0.39424,1.17624,1.22017,1.22045,0.000472,0.000472,0.000472
34,1093.25,1.15246,0.91192,1.20181,0.68985,0.50506,0.57249,0.40092,1.17397,1.20023,1.2136,0.0004555,0.0004555,0.0004555
35,1125.2,1.13596,0.89503,1.19082,0.68942,0.50162,0.5657,0.39581,1.1755,1.23626,1.21695,0.000439,0.000439,0.000439
36,1157.14,1.12914,0.89407,1.19091,0.69262,0.50488,0.57093,0.39955,1.16724,1.21406,1.21118,0.0004225,0.0004225,0.0004225
37,1188.95,1.13567,0.88393,1.19891,0.68134,0.51052,0.57176,0.39766,1.17568,1.2045,1.21896,0.000406,0.000406,0.000406
38,1220.56,1.13677,0.88867,1.19541,0.69887,0.50737,0.57277,0.40159,1.16617,1.20283,1.21318,0.0003895,0.0003895,0.0003895
39,1252.11,1.1284,0.87535,1.18831,0.69004,0.51531,0.57424,0.40268,1.16112,1.19819,1.21166,0.000373,0.000373,0.000373
40,1283.72,1.11889,0.87075,1.18711,0.69749,0.50818,0.57329,0.40055,1.16964,1.18581,1.21329,0.0003565,0.0003565,0.0003565
41,1315.27,1.10883,0.86215,1.18164,0.673,0.52454,0.57782,0.4076,1.1615,1.18042,1.21298,0.00034,0.00034,0.00034
42,1346.97,1.08818,0.85484,1.17777,0.69912,0.5117,0.57958,0.40766,1.15883,1.18577,1.21124,0.0003235,0.0003235,0.0003235
43,1378.69,1.11856,0.86093,1.18236,0.67389,0.52588,0.57832,0.40695,1.15624,1.17453,1.2085,0.000307,0.000307,0.000307
44,1410.38,1.10575,0.8534,1.18053,0.69501,0.51543,0.5787,0.40682,1.15648,1.17487,1.20946,0.0002905,0.0002905,0.0002905
45,1442.53,1.11285,0.83621,1.17381,0.68811,0.52088,0.58175,0.40992,1.1485,1.16857,1.19921,0.000274,0.000274,0.000274
46,1474.4,1.11132,0.84529,1.17911,0.6858,0.52274,0.57705,0.40889,1.15408,1.1796,1.20243,0.0002575,0.0002575,0.0002575
47,1506.39,1.09687,0.82551,1.16907,0.6943,0.52063,0.57779,0.41081,1.15059,1.1863,1.19949,0.000241,0.000241,0.000241
48,1538.58,1.10577,0.8293,1.16289,0.69728,0.52144,0.58078,0.409,1.15355,1.16936,1.20143,0.0002245,0.0002245,0.0002245
49,1570.42,1.09056,0.82341,1.16928,0.6847,0.52991,0.58434,0.41193,1.1506,1.16832,1.20081,0.000208,0.000208,0.000208
50,1602.43,1.08847,0.81885,1.16132,0.69889,0.52074,0.58061,0.41177,1.15213,1.17264,1.20581,0.0001915,0.0001915,0.0001915
51,1634.96,1.0821,0.76143,1.1543,0.70298,0.52042,0.5812,0.41176,1.15118,1.17401,1.20222,0.000175,0.000175,0.000175
52,1667.16,1.07661,0.76097,1.152,0.70193,0.51984,0.58036,0.41229,1.14772,1.17452,1.20034,0.0001585,0.0001585,0.0001585
53,1698.89,1.073,0.75067,1.15042,0.70699,0.51948,0.58332,0.41222,1.15353,1.17615,1.20373,0.000142,0.000142,0.000142
54,1730.79,1.08245,0.74818,1.14769,0.68856,0.52936,0.58464,0.4137,1.15129,1.16658,1.20418,0.0001255,0.0001255,0.0001255
55,1762.67,1.07443,0.74715,1.15108,0.69649,0.52709,0.58522,0.41566,1.13883,1.16969,1.19744,0.000109,0.000109,0.000109
56,1794.55,1.07786,0.74219,1.14612,0.69999,0.52144,0.58555,0.41463,1.14887,1.16038,1.203,9.25e-05,9.25e-05,9.25e-05
57,1826.57,1.058,0.73707,1.14747,0.69841,0.5203,0.58363,0.41462,1.14462,1.1635,1.20187,7.6e-05,7.6e-05,7.6e-05
58,1858.43,1.07128,0.72738,1.14627,0.70669,0.51559,0.58139,0.41274,1.14408,1.16741,1.20028,5.95e-05,5.95e-05,5.95e-05
59,1890.26,1.05166,0.7209,1.13919,0.70299,0.52052,0.58229,0.41318,1.14518,1.1704,1.20205,4.3e-05,4.3e-05,4.3e-05
60,1922.21,1.04953,0.71834,1.13531,0.70219,0.5218,0.58266,0.41225,1.144,1.16956,1.19935,2.65e-05,2.65e-05,2.65e-05
